Variable_A,Variable_B,TimeWindow,n,df,r,CI_95%,p_val,p_adj,is_significant
"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",APRIL/TNFSF13,time1,30,27,-0.11106519390018908,"[-0.46, 0.27]",0.5662556147545991,0.9908428410913599,False
Aminomalonic acid,APRIL/TNFSF13,time1,30,27,-0.04165934552001771,"[-0.40, 0.33]",0.8301048373920129,0.9959801770656903,False
Arachidonic acid.1,APRIL/TNFSF13,time1,30,27,-0.36442747771139805,"[-0.64, 0.00]",0.05194273916401148,0.9908428410913599,False
beta-Alanine,APRIL/TNFSF13,time1,30,27,0.021157290131783236,"[-0.35, 0.38]",0.9132534646378276,0.9959801770656903,False
beta-D-Xylopyranose,APRIL/TNFSF13,time1,30,27,-0.04822982024753208,"[-0.41, 0.32]",0.803789884536143,0.9959801770656903,False
Butanoic acid,APRIL/TNFSF13,time1,30,27,0.1915183370980731,"[-0.19, 0.52]",0.31961790167756676,0.9908428410913599,False
Campesterol,APRIL/TNFSF13,time1,30,27,-0.1683743535736285,"[-0.50, 0.21]",0.3826103680387898,0.9908428410913599,False
D-(-)-Ribofuranose,APRIL/TNFSF13,time1,30,27,0.05447120100059287,"[-0.32, 0.41]",0.7789852952983258,0.9908428410913599,False
"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",APRIL/TNFSF13,time1,30,27,-0.1362573109464332,"[-0.48, 0.24]",0.48094135507455815,0.9908428410913599,False
Diethanolamine,APRIL/TNFSF13,time1,30,27,0.09847496133624707,"[-0.28, 0.45]",0.6113022681679324,0.9908428410913599,False
DL-Ornithine,APRIL/TNFSF13,time1,30,27,0.31079449361932104,"[-0.06, 0.61]",0.10079997342485358,0.9908428410913599,False
Doconexent,APRIL/TNFSF13,time1,30,27,-0.10376074798009088,"[-0.45, 0.27]",0.5922077591816666,0.9908428410913599,False
Dodecanoic acid,APRIL/TNFSF13,time1,30,27,-0.0363443651303537,"[-0.40, 0.33]",0.8515252008553263,0.9959801770656903,False
Erythritol,APRIL/TNFSF13,time1,30,27,-0.05046183093861855,"[-0.41, 0.32]",0.7948966296686399,0.994028844903905,False
"Ethanolamine, 2TMS",APRIL/TNFSF13,time1,30,27,-0.23737078480002116,"[-0.56, 0.14]",0.21502485964749782,0.9908428410913599,False
"Ethanolamine, 3TMS",APRIL/TNFSF13,time1,30,27,0.003356343180137641,"[-0.36, 0.37]",0.9862137042158874,0.9959801770656903,False
Ethyl alpha-D-glucopyranoside,APRIL/TNFSF13,time1,30,27,-0.10197332388548007,"[-0.45, 0.27]",0.5986357871307624,0.9908428410913599,False
Glyceric acid,APRIL/TNFSF13,time1,30,27,0.03961614569697539,"[-0.33, 0.40]",0.838326093188351,0.9959801770656903,False
Glycerol,APRIL/TNFSF13,time1,30,27,0.024222091080538244,"[-0.35, 0.39]",0.9007449954208415,0.9959801770656903,False
Glycolic acid,APRIL/TNFSF13,time1,30,27,-0.22263924593572912,"[-0.54, 0.16]",0.24570193546127755,0.9908428410913599,False
L-(+)-Erythrulose,APRIL/TNFSF13,time1,30,27,0.016963887423185026,"[-0.35, 0.38]",0.9304004455800995,0.9959801770656903,False
L-5-Oxoproline,APRIL/TNFSF13,time1,30,27,0.05376754320512603,"[-0.32, 0.41]",0.7817716697587606,0.9908428410913599,False
L-Alanine,APRIL/TNFSF13,time1,30,27,-0.12523337343370278,"[-0.47, 0.25]",0.5174421837233739,0.9908428410913599,False
L-Aspartic acid,APRIL/TNFSF13,time1,30,27,0.17126430927720723,"[-0.21, 0.51]",0.3743759256483452,0.9908428410913599,False
L-Norvaline,APRIL/TNFSF13,time1,30,27,-0.015467978302352369,"[-0.38, 0.35]",0.9365250511548816,0.9959801770656903,False
L-Proline,APRIL/TNFSF13,time1,30,27,0.06190301930530122,"[-0.31, 0.42]",0.7497261051829142,0.9908428410913599,False
L-Rhamnose,APRIL/TNFSF13,time1,30,27,0.1593139842209443,"[-0.22, 0.50]",0.40909593603941174,0.9908428410913599,False
Lactic Acid.1,APRIL/TNFSF13,time1,30,27,0.08007321732511335,"[-0.30, 0.43]",0.6796769863108174,0.9908428410913599,False
Methyl galactoside,APRIL/TNFSF13,time1,30,27,-0.033160290702299415,"[-0.39, 0.34]",0.8644082911441842,0.9959801770656903,False
N-Acetylglutamine,APRIL/TNFSF13,time1,30,27,-0.06243110590764262,"[-0.42, 0.31]",0.7476593666203429,0.9908428410913599,False
Nonanoic acid,APRIL/TNFSF13,time1,30,27,0.06734152680998805,"[-0.31, 0.42]",0.7285253485722616,0.9908428410913599,False
Oxalic acid,APRIL/TNFSF13,time1,30,27,-0.024073597495539664,"[-0.39, 0.35]",0.9013505353861905,0.9959801770656903,False
Palmitelaidic acid,APRIL/TNFSF13,time1,30,27,-0.10442305579108616,"[-0.45, 0.27]",0.5898335448249681,0.9908428410913599,False
1H-Indole-3-Acetic Acid,BAFF/TNFSF13B,time1,30,27,-0.139426897818671,"[-0.48, 0.24]",0.4706975375847149,0.9908428410913599,False
2-OH-Butanoic Acid,BAFF/TNFSF13B,time1,30,27,0.34890016920473765,"[-0.02, 0.63]",0.06359390296996756,0.9908428410913599,False
3-OH-Butanoic Acid,BAFF/TNFSF13B,time1,30,27,0.30208194003313776,"[-0.07, 0.60]",0.1112345514897459,0.9908428410913599,False
Alanine,BAFF/TNFSF13B,time1,30,27,-0.40855449004599126,"[-0.67, -0.05]",0.027779105119160166,0.9908428410913599,False
Arachidonic acid,BAFF/TNFSF13B,time1,30,27,-0.07522224026468458,"[-0.43, 0.30]",0.6981523124877342,0.9908428410913599,False
Arginine [-NH3],BAFF/TNFSF13B,time1,30,27,0.16384836750653373,"[-0.22, 0.50]",0.3957146299225732,0.9908428410913599,False
Ascorbic Acid,BAFF/TNFSF13B,time1,30,27,-0.030201100756614974,"[-0.39, 0.34]",0.8764121053218541,0.9959801770656903,False
Asparagine,BAFF/TNFSF13B,time1,30,27,0.4443105900319815,"[0.09, 0.70]",0.015748316402181505,0.9908428410913599,False
Cholesterol,BAFF/TNFSF13B,time1,30,27,0.2780597856739986,"[-0.10, 0.58]",0.14414907264442386,0.9908428410913599,False
Citric acid,BAFF/TNFSF13B,time1,30,27,0.23526595350746513,"[-0.14, 0.55]",0.21924039760478858,0.9908428410913599,False
Cysteine,BAFF/TNFSF13B,time1,30,27,-0.2661940490182832,"[-0.58, 0.11]",0.1627819666280716,0.9908428410913599,False
Decanoic acid,BAFF/TNFSF13B,time1,30,27,0.24939157042453522,"[-0.13, 0.56]",0.19200601773737896,0.9908428410913599,False
Glutamic Acid,BAFF/TNFSF13B,time1,30,27,0.08665128975595394,"[-0.29, 0.44]",0.6549126501293834,0.9908428410913599,False
Glutamine [-H2O],BAFF/TNFSF13B,time1,30,27,0.30390962178231506,"[-0.07, 0.60]",0.10898168942827177,0.9908428410913599,False
Glyceraldehyde-3-P(MOX),BAFF/TNFSF13B,time1,30,27,0.36994406685061754,"[0.00, 0.65]",0.04823498919007769,0.9908428410913599,False
Glycerol-3-P,BAFF/TNFSF13B,time1,30,27,-0.40784870371323056,"[-0.67, -0.05]",0.02807610659075897,0.9908428410913599,False
Glycine,BAFF/TNFSF13B,time1,30,27,-0.2138841087298729,"[-0.54, 0.17]",0.26524059966355806,0.9908428410913599,False
Indole-3-Latic Acid,BAFF/TNFSF13B,time1,30,27,0.5021168563748419,"[0.17, 0.73]",0.005511342505800397,0.9908428410913599,False
Indole-3-Propionic Acid,BAFF/TNFSF13B,time1,30,27,-0.1333307118314049,"[-0.48, 0.25]",0.49050050970428416,0.9908428410913599,False
Lactic Acid,BAFF/TNFSF13B,time1,30,27,0.49225869167544317,"[0.15, 0.73]",0.0066762902969419065,0.9908428410913599,False
Leucine,BAFF/TNFSF13B,time1,30,27,0.07352947271861203,"[-0.30, 0.43]",0.7046399149770994,0.9908428410913599,False
Linoleic Acid,BAFF/TNFSF13B,time1,30,27,0.09868407635888163,"[-0.28, 0.45]",0.6105419885847011,0.9908428410913599,False
Lysine,BAFF/TNFSF13B,time1,30,27,-0.5548596275861477,"[-0.77, -0.24]",0.0017846239502964586,0.909643935643192,False
Methionine,BAFF/TNFSF13B,time1,30,27,0.2711091043928012,"[-0.11, 0.58]",0.1548665644121957,0.9908428410913599,False
Oleic Acid,BAFF/TNFSF13B,time1,30,27,0.13327543732889388,"[-0.25, 0.48]",0.4906819747548852,0.9908428410913599,False
Ornithine,BAFF/TNFSF13B,time1,30,27,0.17877544801482023,"[-0.20, 0.51]",0.3534632823301952,0.9908428410913599,False
Palmitic Acid,BAFF/TNFSF13B,time1,30,27,0.3749591797693295,"[0.01, 0.65]",0.04504916904330142,0.9908428410913599,False
Phenylalanine,BAFF/TNFSF13B,time1,30,27,0.33558181301180584,"[-0.04, 0.63]",0.07512723780825753,0.9908428410913599,False
Proline,BAFF/TNFSF13B,time1,30,27,0.007754641998330304,"[-0.36, 0.37]",0.9681540241726395,0.9959801770656903,False
Serine,BAFF/TNFSF13B,time1,30,27,0.30529527180055754,"[-0.07, 0.60]",0.10729650165350421,0.9908428410913599,False
Stearic Acid,BAFF/TNFSF13B,time1,30,27,0.10601021957569488,"[-0.27, 0.45]",0.5841608563522844,0.9908428410913599,False
Threonine,BAFF/TNFSF13B,time1,30,27,0.15144914919066613,"[-0.23, 0.49]",0.43289740428343415,0.9908428410913599,False
Tryptophan,BAFF/TNFSF13B,time1,30,27,-0.07124546480029335,"[-0.43, 0.30]",0.7134256146597997,0.9908428410913599,False
Tyrosine,BAFF/TNFSF13B,time1,30,27,-0.19054073320418066,"[-0.52, 0.19]",0.322141117775704,0.9908428410913599,False
Valine,BAFF/TNFSF13B,time1,30,27,0.32467499352740026,"[-0.05, 0.62]",0.08571912551208744,0.9908428410913599,False
"(R*,R*)-2,3-Dihydroxybutanoic acid, tris(trimethylsilyl)-",BAFF/TNFSF13B,time1,30,27,-0.1284519821694596,"[-0.47, 0.25]",0.506647394384696,0.9908428410913599,False
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,BAFF/TNFSF13B,time1,30,27,-0.3028354124309718,"[-0.60, 0.07]",0.11030163447407117,0.9908428410913599,False
1-Heptadecanol,BAFF/TNFSF13B,time1,30,27,-0.1909441881566868,"[-0.52, 0.19]",0.32109831041314185,0.9908428410913599,False
1-Monooleoylglycerol,BAFF/TNFSF13B,time1,30,27,-0.23686456564664204,"[-0.56, 0.14]",0.2160336415769446,0.9908428410913599,False
1-Monopalmitin,BAFF/TNFSF13B,time1,30,27,-0.0948077784792896,"[-0.45, 0.28]",0.6246987161373188,0.9908428410913599,False
"1,3-Dioxolane-2-methanol",BAFF/TNFSF13B,time1,30,27,0.03649023082549746,"[-0.33, 0.40]",0.8509358819527957,0.9959801770656903,False
"1,5-Anhydrohexitol",BAFF/TNFSF13B,time1,30,27,0.2963463109853247,"[-0.08, 0.60]",0.11852961716736571,0.9908428410913599,False
"11-Eicosenoic acid, (E)-",BAFF/TNFSF13B,time1,30,27,-0.13353335356220655,"[-0.48, 0.24]",0.48983553226352994,0.9908428410913599,False
2-Aminoadipic acid,BAFF/TNFSF13B,time1,30,27,-0.3599202632454196,"[-0.64, 0.01]",0.05513590623485347,0.9908428410913599,False
2-Aminoheptanedioic acid,BAFF/TNFSF13B,time1,30,27,-0.25075409150579364,"[-0.57, 0.13]",0.1895092658990779,0.9908428410913599,False
"2-Ethyl-3-hydroxypropionic acid, di-",BAFF/TNFSF13B,time1,30,27,-0.023292525601390217,"[-0.39, 0.35]",0.904536541619501,0.9959801770656903,False
2-Keto-3-methylvaleric acid,BAFF/TNFSF13B,time1,30,27,0.27722350214129965,"[-0.10, 0.58]",0.1454093829158888,0.9908428410913599,False
"2,3-Butanediol",BAFF/TNFSF13B,time1,30,27,-0.06346581836790785,"[-0.42, 0.31]",0.7436148472048605,0.9908428410913599,False
"2,3,4-Trihydroxybutyric acid",BAFF/TNFSF13B,time1,30,27,0.20203920196971198,"[-0.18, 0.53]",0.2932386531668153,0.9908428410913599,False
4-Aminobutanoic acid,BAFF/TNFSF13B,time1,30,27,-0.26434933724155135,"[-0.58, 0.11]",0.165825747734609,0.9908428410913599,False
"9-Hexadecenoic acid, (Z)-",BAFF/TNFSF13B,time1,30,27,0.20957712584195703,"[-0.17, 0.53]",0.27521265568481196,0.9908428410913599,False
"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",BAFF/TNFSF13B,time1,30,27,-0.02801575685689147,"[-0.39, 0.34]",0.8852942452659528,0.9959801770656903,False
Aminomalonic acid,BAFF/TNFSF13B,time1,30,27,-0.2139045339987559,"[-0.54, 0.17]",0.26519387544303913,0.9908428410913599,False
Arachidonic acid.1,BAFF/TNFSF13B,time1,30,27,0.015986553780170713,"[-0.35, 0.38]",0.934401461808559,0.9959801770656903,False
beta-Alanine,BAFF/TNFSF13B,time1,30,27,-0.12791776582719674,"[-0.47, 0.25]",0.5084313215146552,0.9908428410913599,False
beta-D-Xylopyranose,BAFF/TNFSF13B,time1,30,27,0.18946461450383975,"[-0.19, 0.52]",0.32493273423475943,0.9908428410913599,False
Butanoic acid,BAFF/TNFSF13B,time1,30,27,-0.5205878160319862,"[-0.74, -0.19]",0.003789073350113621,0.9908428410913599,False
Campesterol,BAFF/TNFSF13B,time1,30,27,-0.24230596203369134,"[-0.56, 0.14]",0.2053577467163349,0.9908428410913599,False
D-(-)-Ribofuranose,BAFF/TNFSF13B,time1,30,27,-0.23357460140668937,"[-0.55, 0.15]",0.22266811074950404,0.9908428410913599,False
"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",BAFF/TNFSF13B,time1,30,27,0.1711427541765901,"[-0.21, 0.51]",0.3747201789504201,0.9908428410913599,False
Diethanolamine,BAFF/TNFSF13B,time1,30,27,-0.06060166189873658,"[-0.42, 0.31]",0.754826356836712,0.9908428410913599,False
DL-Ornithine,BAFF/TNFSF13B,time1,30,27,-0.13262062872740696,"[-0.48, 0.25]",0.4928342848639464,0.9908428410913599,False
Doconexent,BAFF/TNFSF13B,time1,30,27,-0.25144975867386116,"[-0.57, 0.13]",0.1882432305451025,0.9908428410913599,False
Dodecanoic acid,BAFF/TNFSF13B,time1,30,27,0.10101556979350895,"[-0.28, 0.45]",0.6020923446112757,0.9908428410913599,False
Erythritol,BAFF/TNFSF13B,time1,30,27,-0.19555587849519548,"[-0.52, 0.18]",0.3093265661481656,0.9908428410913599,False
"Ethanolamine, 2TMS",BAFF/TNFSF13B,time1,30,27,-0.31765423702453044,"[-0.61, 0.06]",0.09311592759212585,0.9908428410913599,False
"Ethanolamine, 3TMS",BAFF/TNFSF13B,time1,30,27,0.11103429898590343,"[-0.27, 0.46]",0.5663642887526585,0.9908428410913599,False
Ethyl alpha-D-glucopyranoside,BAFF/TNFSF13B,time1,30,27,-0.302720555125028,"[-0.60, 0.07]",0.11044346804525615,0.9908428410913599,False
Glyceric acid,BAFF/TNFSF13B,time1,30,27,-0.06763416020626298,"[-0.42, 0.31]",0.7273899627405387,0.9908428410913599,False
Glycerol,BAFF/TNFSF13B,time1,30,27,-0.01194118575029323,"[-0.38, 0.36]",0.9509779925256312,0.9959801770656903,False
Glycolic acid,BAFF/TNFSF13B,time1,30,27,-0.3925221834280327,"[-0.66, -0.03]",0.03518832860131221,0.9908428410913599,False
L-(+)-Erythrulose,BAFF/TNFSF13B,time1,30,27,-0.3652254620431096,"[-0.65, 0.00]",0.05139292025542275,0.9908428410913599,False
L-5-Oxoproline,BAFF/TNFSF13B,time1,30,27,0.01132883730883952,"[-0.36, 0.38]",0.953489098923945,0.9959801770656903,False
L-Alanine,BAFF/TNFSF13B,time1,30,27,-0.0888786808873656,"[-0.44, 0.29]",0.646606134141971,0.9908428410913599,False
L-Aspartic acid,BAFF/TNFSF13B,time1,30,27,-0.16223751328764863,"[-0.50, 0.22]",0.4004395447783371,0.9908428410913599,False
L-Norvaline,BAFF/TNFSF13B,time1,30,27,-0.3199946187681051,"[-0.61, 0.05]",0.09059843421342816,0.9908428410913599,False
L-Proline,BAFF/TNFSF13B,time1,30,27,-0.4313749724481422,"[-0.69, -0.08]",0.01946726945519558,0.9908428410913599,False
L-Rhamnose,BAFF/TNFSF13B,time1,30,27,-0.17923024265787343,"[-0.51, 0.20]",0.35221984686975005,0.9908428410913599,False
Lactic Acid.1,BAFF/TNFSF13B,time1,30,27,0.09987479076154229,"[-0.28, 0.45]",0.6062204738379333,0.9908428410913599,False
Methyl galactoside,BAFF/TNFSF13B,time1,30,27,-0.03657840021294986,"[-0.40, 0.33]",0.8505797026901064,0.9959801770656903,False
N-Acetylglutamine,BAFF/TNFSF13B,time1,30,27,-0.0830400262015104,"[-0.44, 0.29]",0.6684656238368506,0.9908428410913599,False
Nonanoic acid,BAFF/TNFSF13B,time1,30,27,-0.3648725773867205,"[-0.65, 0.00]",0.05163549195139953,0.9908428410913599,False
Oxalic acid,BAFF/TNFSF13B,time1,30,27,0.08965481677455604,"[-0.29, 0.44]",0.6437213909845414,0.9908428410913599,False
Palmitelaidic acid,BAFF/TNFSF13B,time1,30,27,-0.10239511189754574,"[-0.45, 0.27]",0.5971162420834899,0.9908428410913599,False
1H-Indole-3-Acetic Acid,sCD30/TNFRSF8,time1,30,27,0.19886248280971666,"[-0.18, 0.53]",0.3010540250172813,0.9908428410913599,False
2-OH-Butanoic Acid,sCD30/TNFRSF8,time1,30,27,0.0325722004847938,"[-0.34, 0.39]",0.8667915885585953,0.9959801770656903,False
3-OH-Butanoic Acid,sCD30/TNFRSF8,time1,30,27,0.07707413457290037,"[-0.30, 0.43]",0.6910786166138516,0.9908428410913599,False
Alanine,sCD30/TNFRSF8,time1,30,27,0.004135148477616653,"[-0.36, 0.37]",0.9830151473917585,0.9959801770656903,False
Arachidonic acid,sCD30/TNFRSF8,time1,30,27,-0.008402739288564373,"[-0.37, 0.36]",0.9654939893848973,0.9959801770656903,False
Arginine [-NH3],sCD30/TNFRSF8,time1,30,27,0.03989182378438793,"[-0.33, 0.40]",0.8372158511474354,0.9959801770656903,False
Ascorbic Acid,sCD30/TNFRSF8,time1,30,27,0.29748256835277964,"[-0.08, 0.60]",0.11705705744873383,0.9908428410913599,False
Asparagine,sCD30/TNFRSF8,time1,30,27,0.046961208057398146,"[-0.33, 0.41]",0.8088553351368881,0.9959801770656903,False
Cholesterol,sCD30/TNFRSF8,time1,30,27,-0.08238850710859633,"[-0.44, 0.29]",0.670921801796757,0.9908428410913599,False
Citric acid,sCD30/TNFRSF8,time1,30,27,0.07917609064836627,"[-0.30, 0.43]",0.6830804976486918,0.9908428410913599,False
Cysteine,sCD30/TNFRSF8,time1,30,27,0.19363980329248856,"[-0.19, 0.52]",0.31418443113532885,0.9908428410913599,False
Decanoic acid,sCD30/TNFRSF8,time1,30,27,0.04276449155604962,"[-0.33, 0.40]",0.8256652863492306,0.9959801770656903,False
Glutamic Acid,sCD30/TNFRSF8,time1,30,27,-0.017361655830973335,"[-0.38, 0.35]",0.9287725275989014,0.9959801770656903,False
Glutamine [-H2O],sCD30/TNFRSF8,time1,30,27,0.14215092008556685,"[-0.24, 0.48]",0.46198539457531806,0.9908428410913599,False
Glyceraldehyde-3-P(MOX),sCD30/TNFRSF8,time1,30,27,0.10785541591930697,"[-0.27, 0.46]",0.5775962228958225,0.9908428410913599,False
Glycerol-3-P,sCD30/TNFRSF8,time1,30,27,-0.031816491041607387,"[-0.39, 0.34]",0.8698558555138802,0.9959801770656903,False
Glycine,sCD30/TNFRSF8,time1,30,27,0.3060771193561222,"[-0.07, 0.60]",0.10635427198673317,0.9908428410913599,False
Indole-3-Latic Acid,sCD30/TNFRSF8,time1,30,27,0.09345788121750426,"[-0.28, 0.44]",0.6296598825614558,0.9908428410913599,False
Indole-3-Propionic Acid,sCD30/TNFRSF8,time1,30,27,-0.06916589546996339,"[-0.42, 0.31]",0.7214562523550329,0.9908428410913599,False
Lactic Acid,sCD30/TNFRSF8,time1,30,27,0.04485124427462177,"[-0.33, 0.40]",0.8172968875771491,0.9959801770656903,False
Leucine,sCD30/TNFRSF8,time1,30,27,0.3537000863058618,"[-0.01, 0.64]",0.05979369521004603,0.9908428410913599,False
