Variable_A,Variable_B,TimeWindow,n,df,r,CI_95%,p_val,p_adj,is_significant
Ethyl alpha-D-glucopyranoside,IL-10,delta_time3_vs_time1,30,27,0.401394899,"[0.04, 0.67]",0.030913376,0.98763082,FALSE
Methionine,IFN-y,delta_time3_vs_time1,30,27,0.398568716,"[0.04, 0.67]",0.032226789,0.98763082,FALSE
Lactic Acid,Osteocalcin,delta_time3_vs_time1,30,27,0.396318235,"[0.03, 0.67]",0.033304585,0.98763082,FALSE
Leucine,IL-19,delta_time3_vs_time1,30,27,0.394035662,"[0.03, 0.66]",0.034427264,0.98763082,FALSE
Serine,IFN-y,delta_time3_vs_time1,30,27,0.393259675,"[0.03, 0.66]",0.034815802,0.98763082,FALSE
beta-D-Xylopyranose,IFN-y,delta_time3_vs_time1,30,27,0.392810484,"[0.03, 0.66]",0.03504232,0.98763082,FALSE
Threonine,IL-29/IFN-lambda1,delta_time3_vs_time1,30,27,0.392479053,"[0.03, 0.66]",0.035210214,0.98763082,FALSE
Lactic Acid,IL-12(p40),delta_time3_vs_time1,30,27,0.391414335,"[0.03, 0.66]",0.035753954,0.98763082,FALSE
"11-Eicosenoic acid, (E)-",IFN-a2,delta_time3_vs_time1,30,27,0.391169425,"[0.03, 0.66]",0.035879977,0.98763082,FALSE
Serine,IL-12(p70),delta_time2_vs_time1,30,27,0.391014394,"[0.03, 0.66]",0.035959936,0.999017505,FALSE
Erythritol,sCD30/TNFRSF8,delta_time2_vs_time1,30,27,0.389908963,"[0.03, 0.66]",0.036534231,0.999017505,FALSE
Asparagine,sTNF-R1,delta_time3_vs_time1,30,27,0.389860102,"[0.03, 0.66]",0.036559785,0.98763082,FALSE
Glutamine [-H2O],MMP-1,delta_time2_vs_time1,30,27,0.386631063,"[0.02, 0.66]",0.038280602,0.999017505,FALSE
Lactic Acid,IL-29/IFN-lambda1,delta_time3_vs_time1,30,27,0.380764976,"[0.02, 0.66]",0.041572454,0.98763082,FALSE
Indole-3-Latic Acid,IL-12(p70),delta_time2_vs_time1,30,27,0.37948941,"[0.02, 0.65]",0.042317321,0.999017505,FALSE
Tyrosine,IL-29/IFN-lambda1,delta_time2_vs_time1,30,27,0.379078158,"[0.01, 0.65]",0.042559727,0.999017505,FALSE
Citric acid,gp130/sIL-6Rb,delta_time3_vs_time1,30,27,0.376932738,"[0.01, 0.65]",0.043842323,0.98763082,FALSE
Citric acid,Chitinase 3-like1,delta_time3_vs_time1,30,27,0.376518526,"[0.01, 0.65]",0.044093458,0.98763082,FALSE
Tryptophan,IL-29/IFN-lambda1,delta_time2_vs_time1,30,27,0.37617191,"[0.01, 0.65]",0.044304489,0.999017505,FALSE
Ornithine,IL-10,delta_time2_vs_time1,30,27,0.375894969,"[0.01, 0.65]",0.044473676,0.999017505,FALSE
Ethyl alpha-D-glucopyranoside,IL-35,delta_time3_vs_time1,30,27,0.37585324,"[0.01, 0.65]",0.044499213,0.98763082,FALSE
Threonine,IL-10,delta_time3_vs_time1,30,27,0.375399847,"[0.01, 0.65]",0.044777434,0.98763082,FALSE
Ethyl alpha-D-glucopyranoside,TSLP,delta_time3_vs_time1,30,27,0.375267451,"[0.01, 0.65]",0.044858938,0.98763082,FALSE
L-Rhamnose,IL-35,delta_time2_vs_time1,30,27,0.375035163,"[0.01, 0.65]",0.045002221,0.999017505,FALSE
3-OH-Butanoic Acid,IFN-a2,delta_time3_vs_time1,30,27,0.374585187,"[0.01, 0.65]",0.045280816,0.98763082,FALSE
beta-Alanine,IL-20,delta_time2_vs_time1,30,27,0.373860729,"[0.01, 0.65]",0.045732232,0.999017505,FALSE
Ethyl alpha-D-glucopyranoside,IL-28A/IFN-lambda2,delta_time3_vs_time1,30,27,0.369094893,"[0.00, 0.65]",0.048791659,0.98763082,FALSE
Palmitelaidic acid,IL-35,delta_time3_vs_time1,30,27,0.368697201,"[0.00, 0.65]",0.049054106,0.98763082,FALSE
Erythritol,IL-20,delta_time2_vs_time1,30,27,0.367759263,"[0.00, 0.65]",0.049677498,0.999017505,FALSE
Erythritol,IL-10,delta_time2_vs_time1,30,27,0.367158174,"[0.00, 0.65]",0.050080289,0.999017505,FALSE
L-(+)-Erythrulose,sTNF-R1,delta_time3_vs_time1,30,27,0.366032711,"[-0.00, 0.65]",0.050841402,0.98763082,FALSE
L-5-Oxoproline,IL-10,delta_time3_vs_time1,30,27,0.365170098,"[-0.00, 0.65]",0.051430918,0.98763082,FALSE
Indole-3-Propionic Acid,Pentraxin-3,delta_time3_vs_time1,30,27,0.365109285,"[-0.00, 0.65]",0.051472681,0.98763082,FALSE
Lactic Acid,IL-12(p70),delta_time3_vs_time1,30,27,0.364720584,"[-0.00, 0.65]",0.05174025,0.98763082,FALSE
Lactic Acid,IL-20,delta_time3_vs_time1,30,27,0.364122627,"[-0.00, 0.64]",0.052154005,0.98763082,FALSE
Linoleic Acid,sTNF-R2,delta_time2_vs_time1,30,27,0.363963645,"[-0.00, 0.64]",0.05226445,0.999017505,FALSE
Aminomalonic acid,IFN-y,delta_time3_vs_time1,30,27,0.36383154,"[-0.00, 0.64]",0.052356364,0.98763082,FALSE
Lactic Acid,APRIL/TNFSF13,delta_time3_vs_time1,30,27,0.362522387,"[-0.00, 0.64]",0.05327413,0.98763082,FALSE
"Ethanolamine, 2TMS",IL-20,delta_time3_vs_time1,30,27,0.362400849,"[-0.00, 0.64]",0.053359971,0.98763082,FALSE
Serine,IL-20,delta_time2_vs_time1,30,27,0.360794201,"[-0.01, 0.64]",0.054505001,0.999017505,FALSE
Linoleic Acid,IL-10,delta_time2_vs_time1,30,27,0.360630578,"[-0.01, 0.64]",0.054622689,0.999017505,FALSE
Stearic Acid,IL-35,delta_time3_vs_time1,30,27,0.36022989,"[-0.01, 0.64]",0.054911731,0.98763082,FALSE
Methionine,IL-19,delta_time3_vs_time1,30,27,0.359368187,"[-0.01, 0.64]",0.055537404,0.98763082,FALSE
Citric acid,Pentraxin-3,delta_time3_vs_time1,30,27,0.358375269,"[-0.01, 0.64]",0.056265283,0.98763082,FALSE
2-Keto-3-methylvaleric acid,IL-28A/IFN-lambda2,delta_time3_vs_time1,30,27,0.358278607,"[-0.01, 0.64]",0.056336541,0.98763082,FALSE
beta-D-Xylopyranose,MMP-1,delta_time3_vs_time1,30,27,0.356812093,"[-0.01, 0.64]",0.05742635,0.98763082,FALSE
Serine,APRIL/TNFSF13,delta_time3_vs_time1,30,27,0.356472754,"[-0.01, 0.64]",0.057680863,0.98763082,FALSE
Methyl galactoside,IL-28A/IFN-lambda2,delta_time3_vs_time1,30,27,0.356233369,"[-0.01, 0.64]",0.057860938,0.98763082,FALSE
Lactic Acid,TSLP,delta_time2_vs_time1,30,27,0.355483209,"[-0.01, 0.64]",0.058428094,0.999017505,FALSE
"2,3,4-Trihydroxybutyric acid",IL-12(p40),delta_time3_vs_time1,30,27,0.354979101,"[-0.01, 0.64]",0.058811663,0.98763082,FALSE
Glycine,IL-10,delta_time3_vs_time1,30,27,0.354671456,"[-0.01, 0.64]",0.059046712,0.98763082,FALSE
Alanine,IL-10,delta_time3_vs_time1,30,27,0.354502374,"[-0.01, 0.64]",0.059176209,0.98763082,FALSE
Arginine [-NH3],IL-12(p70),delta_time2_vs_time1,30,27,0.354472465,"[-0.01, 0.64]",0.059199138,0.999017505,FALSE
Erythritol,MMP-3,delta_time2_vs_time1,30,27,0.354035194,"[-0.01, 0.64]",0.059535167,0.999017505,FALSE
Tyrosine,BAFF/TNFSF13B,delta_time2_vs_time1,30,27,0.353456551,"[-0.01, 0.64]",0.059982127,0.999017505,FALSE
Palmitic Acid,IL-12(p70),delta_time2_vs_time1,30,27,0.352219319,"[-0.02, 0.64]",0.060946599,0.999017505,FALSE
Phenylalanine,IL-12(p70),delta_time2_vs_time1,30,27,0.352036911,"[-0.02, 0.64]",0.061089813,0.999017505,FALSE
Oxalic acid,TSLP,delta_time2_vs_time1,30,27,0.351423914,"[-0.02, 0.64]",0.061573019,0.999017505,FALSE
Methionine,IL-12(p70),delta_time2_vs_time1,30,27,0.347538606,"[-0.02, 0.63]",0.064705421,0.999017505,FALSE
L-Rhamnose,IFN-a2,delta_time2_vs_time1,30,27,0.347462127,"[-0.02, 0.63]",0.064768301,0.999017505,FALSE
Leucine,IL-28A/IFN-lambda2,delta_time3_vs_time1,30,27,0.347395562,"[-0.02, 0.63]",0.064823068,0.98763082,FALSE
"2,3,4-Trihydroxybutyric acid",IL-29/IFN-lambda1,delta_time3_vs_time1,30,27,0.347033799,"[-0.02, 0.63]",0.065121341,0.98763082,FALSE
Threonine,MMP-1,delta_time3_vs_time1,30,27,0.345764099,"[-0.02, 0.63]",0.066176666,0.98763082,FALSE
Linoleic Acid,BAFF/TNFSF13B,delta_time2_vs_time1,30,27,0.345591242,"[-0.02, 0.63]",0.066321359,0.999017505,FALSE
Nonanoic acid,IL-20,delta_time2_vs_time1,30,27,0.345185833,"[-0.02, 0.63]",0.066661679,0.999017505,FALSE
Erythritol,IL-26,delta_time2_vs_time1,30,27,0.343877224,"[-0.03, 0.63]",0.067769446,0.999017505,FALSE
3-OH-Butanoic Acid,IL-35,delta_time3_vs_time1,30,27,0.342574841,"[-0.03, 0.63]",0.068886064,0.98763082,FALSE
Tryptophan,IL-10,delta_time2_vs_time1,30,27,0.342184824,"[-0.03, 0.63]",0.069223209,0.999017505,FALSE
Nonanoic acid,IL-10,delta_time3_vs_time1,30,27,0.342117649,"[-0.03, 0.63]",0.069281407,0.98763082,FALSE
Serine,MMP-1,delta_time3_vs_time1,30,27,0.341809169,"[-0.03, 0.63]",0.069549147,0.98763082,FALSE
Glycerol,IL-35,delta_time3_vs_time1,30,27,0.341604427,"[-0.03, 0.63]",0.069727291,0.98763082,FALSE
beta-Alanine,IL-19,delta_time3_vs_time1,30,27,0.341311016,"[-0.03, 0.63]",0.0699832,0.98763082,FALSE
Dodecanoic acid,TSLP,delta_time3_vs_time1,30,27,0.341231985,"[-0.03, 0.63]",0.070052254,0.98763082,FALSE
Arginine [-NH3],IFN-a2,delta_time2_vs_time1,30,27,0.340996893,"[-0.03, 0.63]",0.070257979,0.999017505,FALSE
Glutamine [-H2O],IL-11,delta_time2_vs_time1,30,27,0.339928982,"[-0.03, 0.63]",0.07119838,0.999017505,FALSE
"Ethanolamine, 2TMS",Osteopontin,delta_time2_vs_time1,30,27,0.339532912,"[-0.03, 0.63]",0.071549621,0.999017505,FALSE
Erythritol,sIL-6Ra,delta_time2_vs_time1,30,27,0.339285006,"[-0.03, 0.63]",0.071770149,0.999017505,FALSE
Serine,IL-29/IFN-lambda1,delta_time2_vs_time1,30,27,0.338159291,"[-0.03, 0.63]",0.072778151,0.999017505,FALSE
Butanoic acid,IL-10,delta_time2_vs_time1,30,27,0.337594719,"[-0.03, 0.63]",0.073287783,0.999017505,FALSE
Glyceraldehyde-3-P(MOX),IL-12(p40),delta_time3_vs_time1,30,27,0.337385738,"[-0.03, 0.63]",0.073477124,0.98763082,FALSE
L-Aspartic acid,IL-20,delta_time2_vs_time1,30,27,0.33690037,"[-0.03, 0.63]",0.073918333,0.999017505,FALSE
"Ethanolamine, 2TMS",TWEAK/TNFSF12,delta_time2_vs_time1,30,27,0.336576017,"[-0.03, 0.63]",0.074214313,0.999017505,FALSE
"Ethanolamine, 3TMS",IL-12(p70),delta_time2_vs_time1,30,27,0.336343803,"[-0.03, 0.63]",0.074426773,0.999017505,FALSE
2-Keto-3-methylvaleric acid,IFN-y,delta_time3_vs_time1,30,27,0.334773689,"[-0.04, 0.62]",0.075875645,0.98763082,FALSE
Asparagine,IL-12(p40),delta_time2_vs_time1,30,27,0.334134165,"[-0.04, 0.62]",0.076471967,0.999017505,FALSE
Serine,MMP-3,delta_time3_vs_time1,30,27,0.333248318,"[-0.04, 0.62]",0.077303915,0.98763082,FALSE
Cysteine,IL-10,delta_time3_vs_time1,30,27,0.332359377,"[-0.04, 0.62]",0.078145741,0.98763082,FALSE
Alanine,Osteopontin,delta_time3_vs_time1,30,27,0.331549311,"[-0.04, 0.62]",0.078918984,0.98763082,FALSE
Threonine,MMP-3,delta_time3_vs_time1,30,27,0.33140228,"[-0.04, 0.62]",0.079059959,0.98763082,FALSE
Aminomalonic acid,IL-12(p70),delta_time3_vs_time1,30,27,0.3309431,"[-0.04, 0.62]",0.079501468,0.98763082,FALSE
Campesterol,IFN-a2,delta_time3_vs_time1,30,27,0.33004844,"[-0.04, 0.62]",0.080367125,0.98763082,FALSE
Butanoic acid,IL-10,delta_time3_vs_time1,30,27,0.329983082,"[-0.04, 0.62]",0.080430646,0.98763082,FALSE
Glyceraldehyde-3-P(MOX),Osteocalcin,delta_time3_vs_time1,30,27,0.329827409,"[-0.04, 0.62]",0.080582098,0.98763082,FALSE
Glyceraldehyde-3-P(MOX),Chitinase 3-like1,delta_time3_vs_time1,30,27,0.329703186,"[-0.04, 0.62]",0.08070311,0.98763082,FALSE
L-Rhamnose,IL-28A/IFN-lambda2,delta_time2_vs_time1,30,27,0.328259603,"[-0.04, 0.62]",0.0821196,0.999017505,FALSE
Serine,IL-10,delta_time3_vs_time1,30,27,0.328214699,"[-0.04, 0.62]",0.082163964,0.98763082,FALSE
Linoleic Acid,IL-29/IFN-lambda1,delta_time2_vs_time1,30,27,0.327754247,"[-0.04, 0.62]",0.082619938,0.999017505,FALSE
Glyceraldehyde-3-P(MOX),IFN-a2,delta_time2_vs_time1,30,27,0.327481044,"[-0.04, 0.62]",0.082891397,0.999017505,FALSE
Tyrosine,MMP-1,delta_time2_vs_time1,30,27,0.327386881,"[-0.04, 0.62]",0.082985117,0.999017505,FALSE
3-OH-Butanoic Acid,IL-12(p70),delta_time3_vs_time1,30,27,0.32738165,"[-0.04, 0.62]",0.082990325,0.98763082,FALSE
Palmitic Acid,IFN-a2,delta_time3_vs_time1,30,27,0.327179587,"[-0.04, 0.62]",0.083191719,0.98763082,FALSE
Erythritol,TWEAK/TNFSF12,delta_time3_vs_time1,30,27,0.325940728,"[-0.05, 0.62]",0.084434649,0.98763082,FALSE
Glycerol,APRIL/TNFSF13,delta_time3_vs_time1,30,27,0.325367567,"[-0.05, 0.62]",0.085014466,0.98763082,FALSE
DL-Ornithine,IFN-y,delta_time2_vs_time1,30,27,0.32527593,"[-0.05, 0.62]",0.085107447,0.999017505,FALSE
"11-Eicosenoic acid, (E)-",IL-20,delta_time3_vs_time1,30,27,0.324693006,"[-0.05, 0.62]",0.085700743,0.98763082,FALSE
L-Norvaline,Osteopontin,delta_time3_vs_time1,30,27,0.324273317,"[-0.05, 0.62]",0.086129846,0.98763082,FALSE
L-Proline,IL-19,delta_time2_vs_time1,30,27,0.322683566,"[-0.05, 0.62]",0.087770112,0.999017505,FALSE
Arginine [-NH3],IL-11,delta_time2_vs_time1,30,27,0.321585737,"[-0.05, 0.62]",0.088916618,0.999017505,FALSE
Leucine,MMP-3,delta_time3_vs_time1,30,27,0.321375021,"[-0.05, 0.62]",0.089137972,0.98763082,FALSE
Serine,IL-19,delta_time3_vs_time1,30,27,0.320429919,"[-0.05, 0.61]",0.090135942,0.98763082,FALSE
Methyl galactoside,IL-20,delta_time3_vs_time1,30,27,0.319941354,"[-0.05, 0.61]",0.09065515,0.98763082,FALSE
Glyceraldehyde-3-P(MOX),IL-12(p40),delta_time2_vs_time1,30,27,0.319589425,"[-0.05, 0.61]",0.091030555,0.999017505,FALSE
Palmitelaidic acid,TSLP,delta_time3_vs_time1,30,27,0.318940044,"[-0.05, 0.61]",0.091726346,0.98763082,FALSE
Leucine,MMP-1,delta_time3_vs_time1,30,27,0.317906856,"[-0.06, 0.61]",0.092841671,0.98763082,FALSE
1-Monooleoylglycerol,TSLP,delta_time2_vs_time1,30,27,0.317541082,"[-0.06, 0.61]",0.093238973,0.999017505,FALSE
Doconexent,TSLP,delta_time2_vs_time1,30,27,0.317126412,"[-0.06, 0.61]",0.093690941,0.999017505,FALSE
Tyrosine,IL-35,delta_time2_vs_time1,30,27,0.317005785,"[-0.06, 0.61]",0.093822729,0.999017505,FALSE
Glyceraldehyde-3-P(MOX),IL-12(p70),delta_time2_vs_time1,30,27,0.316313004,"[-0.06, 0.61]",0.094582323,0.999017505,FALSE
Serine,IL-11,delta_time3_vs_time1,30,27,0.31531863,"[-0.06, 0.61]",0.095680705,0.98763082,FALSE
2-Keto-3-methylvaleric acid,MMP-1,delta_time3_vs_time1,30,27,0.315176577,"[-0.06, 0.61]",0.0958384,0.98763082,FALSE
Glyceraldehyde-3-P(MOX),APRIL/TNFSF13,delta_time3_vs_time1,30,27,0.31513453,"[-0.06, 0.61]",0.095885114,0.98763082,FALSE
Erythritol,Osteopontin,delta_time2_vs_time1,30,27,0.314967406,"[-0.06, 0.61]",0.096070959,0.999017505,FALSE
2-Keto-3-methylvaleric acid,IL-12(p70),delta_time3_vs_time1,30,27,0.314695922,"[-0.06, 0.61]",0.096373434,0.98763082,FALSE
Aminomalonic acid,IL-10,delta_time2_vs_time1,30,27,0.314267898,"[-0.06, 0.61]",0.096851776,0.999017505,FALSE
"11-Eicosenoic acid, (E)-",IL-10,delta_time3_vs_time1,30,27,0.314176566,"[-0.06, 0.61]",0.096954076,0.98763082,FALSE
Erythritol,IL-28A/IFN-lambda2,delta_time2_vs_time1,30,27,0.313851514,"[-0.06, 0.61]",0.097318826,0.999017505,FALSE
Palmitelaidic acid,APRIL/TNFSF13,delta_time2_vs_time1,30,27,0.312964617,"[-0.06, 0.61]",0.098319299,0.999017505,FALSE
Methionine,IL-11,delta_time3_vs_time1,30,27,0.311977363,"[-0.06, 0.61]",0.099442067,0.98763082,FALSE
Methionine,IL-12(p70),delta_time3_vs_time1,30,27,0.311779727,"[-0.06, 0.61]",0.099667986,0.98763082,FALSE
3-OH-Butanoic Acid,MMP-1,delta_time3_vs_time1,30,27,0.310694422,"[-0.06, 0.61]",0.100915489,0.98763082,FALSE
Proline,IL-29/IFN-lambda1,delta_time3_vs_time1,30,27,0.309672436,"[-0.06, 0.61]",0.1021009,0.98763082,FALSE
Indole-3-Propionic Acid,IL-12(p70),delta_time3_vs_time1,30,27,0.30927183,"[-0.06, 0.61]",0.102568406,0.98763082,FALSE
"2,3,4-Trihydroxybutyric acid",IL-10,delta_time3_vs_time1,30,27,0.308628173,"[-0.07, 0.61]",0.103322913,0.98763082,FALSE
Lactic Acid,MMP-3,delta_time3_vs_time1,30,27,0.308183538,"[-0.07, 0.61]",0.103846547,0.98763082,FALSE
Ethyl alpha-D-glucopyranoside,IL-20,delta_time3_vs_time1,30,27,0.307905207,"[-0.07, 0.61]",0.104175339,0.98763082,FALSE
Glycerol,IL-35,delta_time2_vs_time1,30,27,0.307828617,"[-0.07, 0.61]",0.104265953,0.999017505,FALSE
Arginine [-NH3],IL-20,delta_time2_vs_time1,30,27,0.307468133,"[-0.07, 0.61]",0.104693229,0.999017505,FALSE
Threonine,IL-20,delta_time3_vs_time1,30,27,0.307215704,"[-0.07, 0.61]",0.104993208,0.98763082,FALSE
L-Rhamnose,IL-35,delta_time3_vs_time1,30,27,0.307183895,"[-0.07, 0.61]",0.105031055,0.98763082,FALSE
3-OH-Butanoic Acid,IL-10,delta_time3_vs_time1,30,27,0.306507041,"[-0.07, 0.61]",0.105838803,0.98763082,FALSE
Lactic Acid.1,IL-28A/IFN-lambda2,delta_time3_vs_time1,30,27,0.305988197,"[-0.07, 0.60]",0.106461122,0.98763082,FALSE
